BREED	COUNTRY	IDNO	CODENO	REGNAME	ACTIVE	CODENAME	DOB	SREGNAME	REL_NM	PL	REL_PL	SCS	REL_SCS	MILK	FAT_P	FAT	STATUS	TDATE	TSOURCE	TDTRS	THRDS	PTAT	TREL	UDC	FLC	BDC	DC	BLACK_PCT	LDTRS	LHRDS	STAT	STR	BD	DF	RA	THURLW	RLS	RLR	FA	FLS	FUA	RUH	RUW	UC	UD	FTP	RTP	TEATL	CEDATE	SCE	PRELIM	SCE_OBS	SCE_REL	DCE	DCE_OBS	DCE_REL	SSB_OBS	SSB_HERDS	SSB_REL	SSB_PCT	SSB_SOURCE	SSB_OFF	DSB_OBS	DSB_DTRS	DSB_HERDS	DSB_REL	DSB_PCT	DSB_SOURCE	DSB_OFF	MS	REL_MS	DIS	AAA	DMS	SCR	SERV_SCR	REL_SCR	SIRE	EVALDATE	RHAIND	HBSTATUS	SBREED	SCOUNTRY	SIDNO	DBREED	DCOUNTRY	DIDNO	MGSBREED	MGSCOUNTRY	MGSIDNO	OBREED	OCOUNTRY	OIDNO	NAABCODE2	NAABCODE3	NAABCODE4	BREED_EVAL	FTI	FUI	NM_PCTILE	PCT_US	SCE_SOURCE	DCE_SOURCE	FI	FE
HO	USA	000061665088	614HO06877	"B-S-D OBSERVER RAVEN-ET"	0	"RAVEN          "	2011-01-12	"DE-SU OBSERVER-ET"	87	2.4	83	2.91	84	29347	3.7	1074	A	2016-04-05	GUSA	48	31	2.37	89	2.05	0.28	1.1	1.64	10	48	31	1.57	0.07	1.07	3.06	0.74	1.38	2.6	0.66	-0.44	0.92	2.29	3.28	3.02	2.98	1.57	2.72	3.23	-1.13	2016-04-05	7.4	NULL	226	88	6.4	52	70	210	66	76	7.3	G	G	46	43	23	64	7.3	G	Y	NULL	NULL	NULL	"321   "	"234,345 "	-0.7	955	79	NULL	2016-04-05	NA	**	HO	USA	000065917481	HO	USA	000139838231	HO	GBR	000000598172	HO	840	003008980060	"          "	"          "	"          "	HO	NULL	NULL	60	100	G	G	0	54
JE	USA	000116076869	614JE00533	"ALL LYNNS RESTORE VITO-ET"	0	"VITO           "	2008-04-21	"SCHULTZ DUDLEY RESTORE-ET"	97	-0.2	93	3.08	98	23220	4.3	1000	A	2016-04-05	GUSA	426	105	-0.1	97	-18.3	0	NULL	NULL	NULL	426	105	0.5	0.1	0	1.2	1.2	-0.1	-0.2	0	0.1	NULL	-1.4	-0.7	-0.5	0.6	-2.7	0.1	NULL	1.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	165	"234,345 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	USA	000113008443	JE	USA	000067007718	JE	USA	000000663877	"  "	"   "	"            "	614JE00533	"          "	"          "	JE	-18.67	-9.37	36	100	NULL	NULL	NULL	NULL
GU	USA	000068027378	507GU00440	"RIPLEY FARMS AARON CORDELL"	0	CORDELL	2008-12-07	"SNIDERS OPTION AARON-ET"	78	-0.5	66	2.93	73	17856	4.6	817	A	2016-04-05	GUSA	53	23	0.5	83	0.56	-0.36	NULL	NULL	NULL	53	23	2.5	0.6	0.3	1.2	-0.3	0.5	0.1	-0.6	0.3	NULL	0.6	1.4	1.2	0.7	0.4	-0.5	NULL	1.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1.1	411	61	NULL	2016-04-05	"  "	HR	GU	USA	000000604670	GU	USA	000068008636	GU	USA	000000604915	"  "	"   "	"            "	"          "	"          "	"          "	GU	NULL	NULL	62	100	NULL	NULL	NULL	NULL
BS	USA	000068115385	614BS00350	"TRASKVIEW VIGOR GOLDEN BOY *TM"	0	"GOLDEN BOY"	2009-09-08	"SUN-MADE VIGOR ET *TM"	91	4.9	83	2.81	92	24307	4.2	1011	A	2016-04-05	GUSA	127	92	-0.1	91	0	0.64	NULL	NULL	NULL	127	92	-1.6	-0.8	0	-0.2	0.2	0	-0.4	0.3	0.4	NULL	-0.6	0.5	0.3	-0.1	-0.9	0.4	NULL	-0.9	2016-04-05	6.4	NULL	589	92	5	159	81	0	0	NULL	NULL			NULL	0	0	NULL	NULL		N	106	85	NULL	456	456	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	BS	USA	000000195618	BS	USA	000000928127	BS	USA	000000190202	"  "	"   "	"            "	"          "	"          "	"          "	BS	NULL	NULL	59	84	G	G	NULL	NULL
HO	USA	000069207641	7HO11169	"WELCOME SUPER PETRONE-ET"	1	PETRONE	2010-07-23	"CHARLESDALE SUPERSTITION-ET"	97	7.6	93	2.64	99	29055	3.9	1125	A	2016-04-05	GUSA	876	270	1.18	99	1.55	1.36	0.16	0.14	85	877	270	0.2	0.44	-0.01	-0.22	-2.08	-0.5	-0.15	1.72	1.21	1.49	1.53	2.46	2.26	1.46	1.27	1.53	0.8	-0.33	2016-04-05	6.9	NULL	12308	99	5	2053	97	10413	847	99	8.2	G	G	1891	1615	324	96	4.7	G	Y	NULL	NULL	NULL	246315	"345,456 "	2.4	43439	99	NULL	2016-04-05	NA	**	HO	USA	000062065919	HO	840	003004008006	HO	USA	000132973942	"  "	"   "	"            "	507HO11169	"          "	"          "	HO	NULL	NULL	94	99	G	G	5.8	46
AY	USA	000100582934	507AY00091	"DUNCAN MADMAX"	0	MADMAX	2009-01-13	"GALNEY-EPC GALANT RAMIUS"	84	-0.5	72	3.3	82	19096	3.8	726	I	2016-04-05	GUSA	40	27	-0.6	79	0	0	NULL	NULL	NULL	40	27	-1.8	-0.4	-0.4	-0.1	-1.8	0.1	0.4	0	-0.1	NULL	-0.3	0.2	0	-1	-0.8	-1	NULL	0.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"651   "	NULL	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	AY	USA	000100216624	AY	USA	000100216697	AY	USA	000000145754	"  "	"   "	"            "	507AY00091	"          "	"          "	AY	NULL	NULL	09	100	NULL	NULL	NULL	NULL
HO	CAN	000008956379	70HO09920	"MAPLE-DOWNS-I G W ATWOOD"	0	"G W ATWOOD     "	2007-02-24	"BRAEDALE GOLDWYN"	99	0.1	99	3.05	99	27101	3.9	1045	A	2016-04-05	GUSA	12525	4505	3.64	99	2.59	2.83	2.8	2.8	90	12553	4505	3.43	1.71	2.58	4.02	-2.17	2.75	0.19	3.41	2.62	3.17	3.02	4.19	3.85	3.2	1.94	1.31	1.9	1.31	2016-04-05	8.5	NULL	43163	99	9.9	7646	99	40828	5566	99	9.1	G	G	6664	9641	3088	99	12.6	G	Y	NULL	NULL	NULL	324165	"123,234 "	2.9	50423	99	NULL	2016-04-05	NA	PB	HO	CAN	000010705608	HO	USA	000131704103	HO	USA	000002250783	HO	124	000008956379	70HO09920	507HO10506	"          "	HO	NULL	NULL	16	56	G	G	-2.4	19
HO	USA	000134361093	614HO04511	"ANDACRES MORTY ONWARD"	0	"ONWARD         "	2003-05-12	"STOUDER MORTY-ET"	99	-3.7	99	3.15	99	27444	3.8	1037	I	2016-04-05	GUSA	4749	2390	-0.1	99	-0.19	-0.12	-0.19	-0.02	20	4783	2408	-0.61	0.37	-0.23	-0.45	0.78	0.61	-1.57	-0.21	0.31	-0.55	-0.4	1.57	1.44	-0.87	-1.04	-0.45	-0.26	0.71	2016-04-05	9.7	NULL	12115	99	9.9	4841	98	11379	3325	98	7.4	G	G	4344	5097	2352	98	6.9	G	Y	NULL	NULL	NULL	423651	"234,345 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000017349617	HO	USA	000129384254	HO	CAN	000006026421	"  "	"   "	"            "	514HO04511	614HO04511	"          "	HO	NULL	NULL	08	43	G	G	-2.4	38
HO	CAN	000008956379	7HO10506	"MAPLE-DOWNS-I G W ATWOOD"	1	"G W ATWOOD     "	2007-02-24	"BRAEDALE GOLDWYN"	99	0.1	99	3.05	99	27101	3.9	1045	A	2016-04-05	GUSA	12525	4505	3.64	99	2.59	2.83	2.8	2.8	90	12553	4505	3.43	1.71	2.58	4.02	-2.17	2.75	0.19	3.41	2.62	3.17	3.02	4.19	3.85	3.2	1.94	1.31	1.9	1.31	2016-04-05	8.5	NULL	43163	99	9.9	7646	99	40828	5566	99	9.1	G	G	6664	9641	3088	99	12.6	G	Y	NULL	NULL	NULL	324165	"123,234 "	2.9	50423	99	NULL	2016-04-05	NA	PB	HO	CAN	000010705608	HO	USA	000131704103	HO	USA	000002250783	HO	124	000008956379	70HO09920	507HO10506	"          "	HO	NULL	NULL	16	56	G	G	-2.4	19
HO	USA	000062265473	7HO09900	"BEERY-VAL BOLTON ABRAM"	0	"ABRAM          "	2007-08-16	"SANDY-VALLEY BOLTON-ET        "	96	2.6	88	2.77	98	28238	3.8	1076	A	2016-04-05	GUSA	150	104	0.73	94	0.87	0.12	0.04	0.49	25	150	104	-0.05	0.18	0.14	0.34	-0.4	0.03	1.46	-0.09	0.12	0.44	1.66	0.58	0.53	1.27	0.88	1.57	1.78	0.57	2016-04-05	8	NULL	12177	99	8.6	1513	95	11058	878	99	8.3	G	G	1481	1392	286	96	9.2	G	Y	NULL	NULL	NULL	435612	"345,456 "	-0.2	48414	99	NULL	2016-04-05	NA	**	HO	USA	000131823833	HO	USA	000061930682	HO	USA	000122358313	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	65	97	G	G	0.6	100
JE	USA	000067332021	507JE01169	"HEARTLAND MERCHANT TOPEKA-ET"	1	"TOPEKA         "	2010-11-19	"SUNSET CANYON MERCHANT-ET"	97	1	91	3.18	99	22151	4.9	1084	A	2016-04-05	GUSA	1258	244	1.9	99	20.8	0	NULL	NULL	NULL	1009	244	1.3	0.3	0	1.3	2.5	0.2	-0.7	0	0.7	NULL	1	2	1.5	0.7	1.9	0.1	NULL	-0.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	243165	"123,234 "	3.2	14620	98	NULL	2016-04-05	"  "	HR	JE	USA	000114256027	JE	USA	000067041437	JE	USA	000111524657	"  "	"   "	"            "	507JE01169	"          "	"          "	JE	20.19	7.9	23	95	NULL	NULL	NULL	NULL
HO	USA	000069981350	7HO11419	"SEAGULL-BAY HEADLINER-ET"	1	"HEADLINER      "	2011-01-03	"ROYLANE SOCRA ROBUST-ET"	95	4.5	87	3.15	98	30304	3.8	1164	A	2016-04-05	GUSA	414	184	2.39	97	1.55	1.67	1.25	2.27	85	414	184	1.33	1.09	1.25	3.1	-2.49	1.24	-0.17	2.26	1.56	1.73	1.61	3.54	3.26	0.9	0.62	0.88	0.86	-1.07	2016-04-05	7.8	NULL	8044	99	6.4	925	96	6691	672	98	7.8	G	G	728	711	182	95	8.1	G	Y	NULL	NULL	NULL	162435	"135,561 "	2.4	27094	99	NULL	2016-04-05	NA	**	HO	USA	000064966739	HO	USA	000066228178	HO	USA	000060597003	"  "	"   "	"            "	507HO11419	"          "	"          "	HO	NULL	NULL	98	91	G	G	0.2	184
HO	USA	000065828007	7HO11030	"KINGS-RANSOM O DAKKER-ET"	0	DAKKER	2009-11-02	"LONG-LANGS OMAN OMAN-ET"	95	1.1	91	3.15	97	27609	3.8	1047	L	2016-04-05	GUSA	264	170	0.68	96	0.95	0.39	0.51	0.12	30	264	170	1.34	-0.43	-0.67	0.43	0.3	0.46	0.79	0.27	0.35	0.64	0.26	1.39	1.28	0.82	1.24	0.77	0.82	0.54	2016-04-05	6.2	NULL	3438	99	6	851	92	3457	520	96	8.6	G	G	817	843	298	93	7.5	G	Y	NULL	NULL	NULL	"243   "	"345,135 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000135746776	HO	USA	000065247495	HO	USA	000060540164	"  "	"   "	"            "	507HO11030	7WW11030	"          "	HO	NULL	NULL	50	79	G	G	2	88
HO	840	003006972816	507HO11314	"MOUNTFIELD SSI DCY MOGUL-ET"	1	MOGUL	2010-06-22	"COYNE-FARMS DORCY-ET"	98	3.8	95	3	99	29906	3.9	1176	A	2016-04-05	GUSA	2766	991	2.51	99	2.56	2.64	0.57	1.62	10	2766	991	0.53	0.61	0.75	1.77	0.51	0.39	-2.38	3.15	3	2.32	3.53	4.73	4.35	1	1.59	1.7	1.28	-1.36	2016-04-05	6.1	NULL	40359	99	4.5	3579	99	35051	3038	99	6.5	G	G	3102	3781	1060	99	5.6	G	Y	NULL	NULL	NULL	432516	"345,456 "	0.8	94407	99	NULL	2016-04-05	NA	"  "	HO	USA	000139005002	HO	USA	000062784081	HO	USA	000130312332	HO	USA	000069002462	507HO11314	"          "	"          "	HO	NULL	NULL	98	81	G	G	-0.5	158
HO	USA	000069952672	14HO06844	"RON-NENE MAN DAGGER-ET"	0	"DAGGER         "	2010-12-26	"LONG-LANGS OMAN OMAN-ET"	88	1.2	84	2.84	86	28968	3.6	1045	A	2016-04-05	GUSA	59	31	1.2	90	1.25	0.45	1.44	1.18	70	59	31	2.29	0.46	0.73	1.28	0.67	0.72	0.58	0.21	0.48	0.68	0.41	1.32	1.21	2.78	1.66	1.27	2.02	1.73	2016-04-05	6.6	NULL	271	89	6.4	92	71	265	81	78	7.9	G	G	93	74	35	73	8.4	G	Y	NULL	NULL	NULL	"234   "	"234,123 "	-0.3	424	62	NULL	2016-04-05	NA	**	HO	USA	000135746776	HO	USA	000064479498	HO	USA	000060540164	HO	840	003006266087	"          "	"          "	"          "	HO	NULL	NULL	54	100	G	G	2.4	64
HO	USA	000068654142	14HO06669	"K-MANOR BOWSER MICKEY-ET"	0	MICK	2010-06-10	"LAESCHWAY JET BOWSER-ET"	94	4.2	90	2.97	95	27614	3.8	1038	P	2016-04-05	GUSA	108	53	1.65	93	2.01	2.91	1.59	-0.11	30	108	53	1.83	1.64	0.89	-0.97	0.46	1.3	-2.34	2.66	3.86	2.64	2.82	1.24	1.14	1.28	3.05	1.63	1.65	-1.1	2016-04-05	8.3	NULL	1258	97	6.6	618	88	1201	189	92	8	G	G	595	420	117	89	5.9	G	Y	NULL	NULL	NULL	243	"246,234 "	NULL	NULL	NULL	NULL	2016-04-05	"I "	99	HO	USA	000064872951	HO	USA	000062480179	HO	GBR	000000598172	HO	840	003006029340	614HO06669	"          "	"          "	HO	NULL	NULL	39	100	G	G	4	-3
HO	USA	000069656314	14HO06801	"HAAK-HAVEN SUPER DAKOTA-ET"	0	"DAKOTA         "	2010-10-06	"CHARLESDALE SUPERSTITION-ET"	91	2.4	85	2.88	90	29002	3.6	1045	A	2016-04-05	GUSA	103	55	1.85	92	2.03	1.33	0.68	0.55	90	103	55	1.01	0.77	0.44	0.06	-1.16	-0.81	0.79	1.11	1.69	1.55	3.51	2.33	2.14	0.24	2.54	0.49	-0.34	0	2016-04-05	6.6	NULL	467	93	6.3	195	78	427	107	83	7.2	G	G	193	154	64	80	6.4	G	Y	NULL	NULL	NULL	234	"561,126 "	-2.6	412	61	NULL	2016-04-05	NA	**	HO	USA	000062065919	HO	USA	000065556190	HO	CAN	000010705608	HO	840	003004517412	614HO06801	"          "	"          "	HO	NULL	NULL	38	100	G	G	0.2	15
HO	CAN	000008956383	507HO09893	"MAPLE-DOWNS-I G W ATLANTIC"	0	"ATLANTIC       "	2007-03-06	"BRAEDALE GOLDWYN"	99	1.6	99	2.87	99	27378	3.6	982	A	2016-04-05	GUSA	2990	1168	1.94	99	1.77	1.33	0.7	1.4	70	3056	1186	0.99	0.29	0.73	1.73	-1.28	0.25	0.33	1.37	0.81	1.81	2.42	3.15	2.9	0.95	1.5	0.23	-0.37	0.17	2016-04-05	7	NULL	25892	99	8.4	9348	99	23464	2022	99	10.9	G	G	8241	5908	1164	99	13.6	G	Y	NULL	NULL	NULL	"342   "	"345,135 "	NULL	NULL	NULL	NULL	2016-04-05	NA	PB	HO	CAN	000010705608	HO	USA	000131704103	HO	USA	000002250783	HO	124	000008956383	507HO09893	"          "	"          "	HO	NULL	NULL	11	91	G	G	0.4	-35
HO	USA	000140083475	7HO10796	"TWIN-CRIK SCHEZ SHAMAN-ET"	0	SHAMAN	2009-07-27	"GEN-MARK STMATIC SANCHEZ      "	92	1.1	88	2.89	92	27149	3.9	1047	A	2016-04-05	GUSA	138	79	2.46	94	1.45	1.08	2.46	2.77	80	138	79	2.91	1.94	2.63	2.9	-0.78	1.23	1.76	1.68	0.27	1.68	1.96	2.94	2.7	1	1.14	-0.33	-0.8	1.43	2016-04-05	8.6	NULL	1071	95	5.9	241	79	942	271	89	8.8	G	G	209	119	71	79	7.1	G	Y	NULL	NULL	NULL	261435	"126,561 "	3.6	5887	96	NULL	2016-04-05	NA	**	HO	USA	000134422312	HO	USA	000137234312	HO	CAN	000010705608	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	27	100	G	G	-1	37
JE	USA	000067284214	14JE00566	"DUTCH HOLLOW DALTON-P-ET"	1	"DALTON-P       "	2010-04-14	"MAACK DAIRY ECLIPES-P-ET      "	89	-0.1	82	3.07	87	20113	4.7	937	I	2016-04-05	GUSA	64	34	0.5	89	5.2	0	NULL	NULL	NULL	64	34	0.5	0	0	1.1	1.6	-0.1	0.6	0	-1.4	NULL	-0.2	1.1	0.8	0.7	-0.1	0.5	NULL	-0.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	432	234	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	USA	000114845461	JE	USA	000113012592	JE	USA	000000663940	"  "	"   "	"            "	614JE00566	"          "	"          "	JE	4.29	0.76	22	100	NULL	NULL	NULL	NULL
HO	USA	000139324600	7HO10429	"HORSTYLE MOSCOW MONTNEY"	1	"MONTNEY        "	2008-06-16	"ROBTHOM MOSCOW-ET             "	92	3.3	88	2.61	91	26771	3.8	1005	A	2016-04-05	GUSA	108	68	0.96	93	0.62	0.99	0.39	0.86	90	108	68	0.06	0.62	0.84	0.65	0.14	0.82	0.92	1.16	0.89	1.27	0.69	1.29	1.19	0.85	0.39	0.16	0.12	0.57	2016-04-05	6	NULL	7609	99	5.9	270	79	6615	495	98	7.5	G	G	266	120	67	78	6.2	G	Y	NULL	NULL	NULL	321456	"456,345 "	1.4	28327	99	NULL	2016-04-05	NA	**	HO	USA	000132582764	HO	USA	000062500422	HO	DEU	000345515580	"  "	"   "	"            "	507HO10429	"          "	"          "	HO	NULL	NULL	39	100	G	G	1	6
HO	USA	000069207615	7HO11167	"WELCOME APPLAUSE"	0	APPLAUSE	2010-06-13	"BADGER-BLUFF FANNY FREDDIE"	92	6.7	88	2.64	93	27950	3.7	1033	A	2016-04-05	GUSA	138	38	-0.15	92	0.84	1.66	-1.27	-2.55	75	138	38	-1.02	-1.04	-2.45	-2.82	2.24	-1.34	-3.16	1.28	2.77	1.05	1.34	-0.09	-0.08	-0.94	2.32	0.18	-0.18	-1.28	2016-04-05	6.3	NULL	571	94	4.1	255	83	385	71	84	7.2	G	G	152	111	42	78	5.2	G	Y	NULL	NULL	NULL	234	456	NULL	NULL	NULL	NULL	2016-04-05	NA	99	HO	USA	000060996956	HO	USA	000062577957	HO	GBR	000000598172	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	81	100	G	G	3.9	32
HO	USA	000069679470	7HO11424	"CLEAR-ECHO OBSERVR OFFIE-ET"	0	"OFFIE          "	2010-10-15	"DE-SU OBSERVER-ET"	90	5.9	85	2.71	88	29243	3.5	1009	I	2016-04-05	GUSA	74	36	1.57	91	1.8	0.05	-0.27	0.04	90	74	36	-0.08	-0.91	-0.53	1.07	0.33	0.73	1.51	0.54	-1.03	0.63	2.32	2.77	2.55	0.6	1.64	1.7	1.51	-1.58	2016-04-05	7.2	NULL	1109	92	6.8	118	79	1179	464	82	7.1	G	G	103	233	131	79	6.5	G	Y	NULL	NULL	NULL	342156	"234     "	-1.8	1031	80	NULL	2016-04-05	"I "	99	HO	USA	000065917481	HO	USA	000063474183	HO	CAN	000009286703	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	68	100	G	G	0.7	39
HO	USA	000070323493	14HO06971	"EILDON-TWEED SUP ELECTION"	1	"ELECTION       "	2011-06-07	"CHARLESDALE SUPERSTITION-ET"	91	7	84	2.53	91	29325	3.8	1118	A	2016-04-05	GUSA	123	60	0.96	93	0.8	0.37	-0.11	0.3	70	123	60	-0.42	0.44	-0.07	-0.09	-1.38	-0.04	1.09	0.95	0.13	0.49	1.32	1.44	1.32	0.53	0.54	0.67	0.05	-0.9	2016-04-05	6.9	NULL	2323	98	7.1	209	82	2103	369	94	7.2	G	G	178	178	72	81	6.3	G	Y	NULL	NULL	NULL	354	345	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000062065919	HO	USA	000066843397	HO	USA	000060597003	HO	840	003008980040	614HO06971	"          "	"          "	HO	NULL	NULL	88	100	G	G	2	68
HO	USA	000053557278	507HO10176	"MR REGELCREEK SHOT AL-ET"	1	"AL             "	2007-09-14	"PICSTON SHOTTLE-ET"	99	2.9	99	2.79	99	27244	3.9	1055	A	2016-04-05	GUSA	2786	1018	1.13	99	0.94	0.52	-0.02	0.38	5	2831	1037	0.26	-0.71	-0.45	1.15	0.64	0.92	1.08	0.25	0.4	0.92	0.65	2.27	2.09	0.63	0.7	-0.37	0.07	-1.27	2016-04-05	6.3	NULL	31545	99	7.2	13261	99	30870	4078	99	7.6	G	G	10165	7776	1550	99	7.4	G	Y	NULL	NULL	NULL	243165	"234,123 "	NULL	NULL	NULL	NULL	2016-04-05	NA	"  "	HO	GBR	000000598172	HO	USA	000062208894	HO	CAN	000010705608	"  "	"   "	"            "	507HO10176	"          "	"          "	HO	NULL	NULL	51	90	G	G	0.2	70
HO	USA	000065685156	614HO06107	"HENDEL KIEFFER"	0	"KIEFFER        "	2008-05-21	"SOLID-GOLD COLBY-ET           "	93	2.5	88	2.72	93	28578	3.8	1085	A	2016-04-05	GUSA	143	78	0.26	94	0.45	-0.16	0.04	-0.3	5	143	78	0.27	-0.19	-0.37	-0.37	2.33	0.07	-0.22	-0.89	-0.08	0.02	0.72	0.61	0.56	-0.5	0.86	0.01	-0.23	-0.69	2016-04-05	9	NULL	2193	98	7.7	361	81	1479	197	93	7.5	G	G	342	209	78	83	5.6	G	Y	NULL	NULL	NULL	243	"345,234 "	2.8	5996	96	NULL	2016-04-05	NA	96	HO	USA	000060697343	HO	USA	000061656344	HO	USA	000120745603	HO	840	003005027113	614HO06107	"          "	"          "	HO	NULL	NULL	38	100	G	G	0.4	42
HO	USA	000140499111	14HO06554	"CAVA-LANES DOTSON DR D-ET"	0	"DR D"	2010-01-19	"TOMLU OMAN DOTSON-ET          "	90	3.8	85	3.05	88	27389	3.8	1047	A	2016-04-05	GUSA	83	61	0.16	92	-0.4	1.29	-0.32	0.12	90	83	61	-0.19	-0.45	-0.38	0.48	1.08	-0.55	-0.6	0.92	1.31	1.52	-0.08	0.2	0.18	-1.1	-0.34	-0.9	-1.5	-0.17	2016-04-05	4.7	NULL	1443	97	5.4	136	74	1387	143	93	6.3	G	G	121	72	55	74	5.7	G	Y	NULL	NULL	NULL	342	456,561	1.2	1492	85	NULL	2016-04-05	NA	**	HO	USA	000135691067	HO	USA	000137761089	HO	CAN	000010705608	HO	840	003006030021	614HO06554	"          "	"          "	HO	NULL	NULL	67	100	G	G	1.4	88
HO	USA	000064074354	14HO06148	"CAMPBROS LANGLEY-ET"	0	"LANGLEY             "	2008-07-23	"EMERALD-ACR-SA T-BAXTER       "	91	1.6	87	2.97	91	26503	3.8	1018	I	2016-04-05	GUSA	41	29	0.3	89	0.95	1.48	0.15	-0.41	15	41	29	0.68	-0.32	-0.77	-0.37	1.59	0.04	-2.06	1.3	1.82	1.29	1.07	1.18	1.09	0.48	1.55	-0.97	-0.11	1.17	2016-04-05	9.3	NULL	256	88	8.3	202	78	255	99	79	8.1	G	G	196	114	60	78	7.4	G	Y	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000132973942	HO	USA	000060286088	HO	USA	000017188116	HO	840	003004222465	"          "	"          "	"          "	HO	NULL	NULL	27	100	G	G	-1.6	47
HO	USA	000140145553	507HO10920	"MR CHASSITY GOLD CHIP-ET"	1	"GOLD CHIP"	2009-09-04	"BRAEDALE GOLDWYN"	99	1.4	98	2.67	99	27292	3.8	1036	A	2016-04-05	GUSA	5389	2352	2.47	99	2.49	2.26	2.05	1.7	85	5367	2346	2.91	1.29	1.24	1.27	0.51	0.88	-1.15	2.92	2.15	2.24	2.7	3.22	2.96	1.68	3.2	0.18	-0.28	1.21	2016-04-05	5.1	NULL	31190	99	3.5	3756	98	29180	4531	99	6.4	G	G	3176	5109	1885	98	5.1	G	Y	NULL	NULL	NULL	243165	126,246	1.5	25872	99	NULL	2016-04-05	NA	**	HO	CAN	000010705608	HO	USA	000062496899	HO	GBR	000000598172	"  "	"   "	"            "	100HO11088	507HO10920	"          "	HO	NULL	NULL	18	60	G	G	-0.4	-60
HO	CAN	000008956383	7HO09893	"MAPLE-DOWNS-I G W ATLANTIC"	0	"ATLANTIC       "	2007-03-06	"BRAEDALE GOLDWYN"	99	1.6	99	2.87	99	27378	3.6	982	A	2016-04-05	GUSA	2990	1168	1.94	99	1.77	1.33	0.7	1.4	70	3056	1186	0.99	0.29	0.73	1.73	-1.28	0.25	0.33	1.37	0.81	1.81	2.42	3.15	2.9	0.95	1.5	0.23	-0.37	0.17	2016-04-05	7	NULL	25892	99	8.4	9348	99	23464	2022	99	10.9	G	G	8241	5908	1164	99	13.6	G	Y	NULL	NULL	NULL	"342   "	"345,135 "	NULL	NULL	NULL	NULL	2016-04-05	NA	PB	HO	CAN	000010705608	HO	USA	000131704103	HO	USA	000002250783	HO	124	000008956383	507HO09893	"          "	"          "	HO	NULL	NULL	11	91	G	G	0.4	-35
JE	USA	000116605144	507JE01063	"GR SENNS GANNON TY LAWSON{3}"	0	LAWSON	2009-02-24	"PR OOMSDALE JACE GRATUDE GANNON-E"	93	4.1	87	3.1	94	22272	4.7	1037	I	2016-04-05	GUSA	185	33	1	95	10.6	0	NULL	NULL	NULL	185	33	0.3	-0.2	0	1	0.5	0.2	1.5	0	-0.8	NULL	0.4	1.6	1.3	1.4	-0.1	0.5	NULL	0.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	351426	135,123	NULL	NULL	NULL	NULL	2016-04-05	"  "	GR	JE	USA	000067010225	JE	USA	000115003873	JE	USA	000111023978	"  "	"   "	"            "	507JE01063	"          "	"          "	JE	9.98	2.31	49	100	NULL	NULL	NULL	NULL
